RegionID,SizeRank,RegionName,RegionType,StateName,1/31/15,4/30/15,7/31/15,10/31/15,1/31/16,4/30/16,7/31/16,10/31/16,1/31/17,4/30/17,7/31/17,10/31/17,1/31/18,4/30/18,7/31/18,10/31/18,1/31/19,4/30/19,7/31/19,10/31/19,1/31/20,4/30/20,7/31/20,10/31/20,1/31/21,4/30/21,7/31/21,10/31/21,1/31/22,4/30/22,7/31/22,10/31/22,1/31/23,4/30/23,7/31/23,10/31/23,1/31/24,4/30/24,7/31/24,10/31/24
394716,227,Jacksonville,msa,NC,847.2439832,853.408622,850.2740909,848.2143353,847.6857036,850.1633459,852.9914502,845.4590031,844.8694095,858.3120082,863.9595749,864.2294909,865.4939613,878.3489689,890.9141894,901.9083434,939.4422478,967.1371814,985.5405287,979.7296886,969.5670002,984.128985,1012.103342,1028.558232,1049.468544,1076.211146,1128.056423,1167.83297,1221.069481,1287.708168,1361.222153,1352.836844,1345.301023,1363.909982,1393.384558,1401.601987,1406.477511,1425.847386,1437.470105,1442.211385
394597,228,Florence,msa,SC,,,,,,,,,,,,,,,,,,1002.51884,1015.462276,1004.447312,1034.320868,1008.728155,1082.929254,1082.971441,1085.91023,1136.418461,1147.936788,1169.486046,1205.494639,1239.714521,1276.79459,1346.737059,1318.022329,1345.263489,1383.352702,1336.793155,1402.993663,1394.328572,1478.298719,1477.797619
394680,229,Hilo,msa,HI,,,,,,,,,,,,,,,,,,,,,,,,,,,,2097.215798,2212.540014,2271.844091,2263.522426,2299.943289,2379.407946,2365.578633,2409.035442,2510.926422,2522.480241,2604.253786,2589.791863,2595.690171
395118,230,St. Cloud,msa,MN,,,,,833.6968281,866.4140484,876.3983346,873.0344711,882.3190551,892.46318,903.429083,896.4373969,930.5283957,943.1717273,931.851549,961.6524331,964.456242,991.8563561,1010.599077,982.9138469,1009.23624,997.9971018,1015.292025,1042.494168,1061.602555,1053.271945,1083.205522,1099.395685,1170.69366,1197.257024,1215.954089,1204.233079,1219.61274,1254.18153,1272.297929,1226.634857,1238.259504,1273.056746,1293.877134,1271.228778
395011,231,Racine,msa,WI,,,,,,,,,,,,,,,,,836.2414959,838.8741869,839.2632061,839.2219599,850.5382257,868.7015498,889.6126686,871.9962651,899.352799,,938.5092724,948.3894993,968.7647542,1014.037479,1034.649068,1031.35415,1054.381756,1086.594762,1108.193849,1095.513143,1123.31335,1100.893522,1139.327331,1140.508772
394380,232,Bend,msa,OR,1172.297121,1212.170189,1272.562232,1284.693747,1263.728815,1326.028371,1396.789643,1371.947813,1384.203985,1426.798779,1473.070659,1444.269607,1425.727623,1463.115985,1505.244887,1509.894993,1512.311549,1565.089083,1602.086895,1618.107578,1612.460328,1621.16126,1702.445722,1813.85349,1912.114593,1973.569399,2168.930611,2139.460447,2106.256627,2136.284423,2209.846581,2194.299902,2151.053109,2182.857946,2239.195963,2225.336915,2213.353658,2232.48816,2295.595011,2288.651509
395047,233,Saginaw,msa,MI,,,,,,,,,,,,,,,,,,,,,,,,,,730.0304357,733.7246165,777.3070871,775.593475,802.021354,845.3758883,846.3426305,846.1126548,852.0739722,858.0843553,892.5335806,911.276968,949.419385,935.301623,986.3333333
395202,234,Warner Robins,msa,GA,,906.9301162,906.6826915,900.444077,911.8175534,918.7275871,941.1157869,931.1220806,933.4564881,951.2317229,976.5015065,959.3225537,963.6268096,983.4288402,1000.446334,1008.642425,1002.341764,1028.959926,1044.880889,1059.878887,1054.387571,1079.542258,1095.987674,1129.79468,1137.924238,1192.977368,1222.224169,1298.415118,1336.670721,1371.168744,1414.686798,1452.866866,1450.010438,1478.06979,1526.594751,1543.360557,1545.377786,1576.17368,1571.51146,1607.250575
395151,235,Terre Haute,msa,IN,,,,,,,,,,,,,,,,,,,,,,,,,661.0056056,686.2146708,735.1917526,734.3926364,740.4488151,787.1853766,782.197046,783.3978806,804.7689001,804.0880918,816.7962668,819.3713558,841.1772175,869.7747542,878.2015668,873.26546
395162,236,Torrington,msa,CT,883.5342881,896.2032962,905.5249878,910.8697186,903.3237485,925.9444225,913.5483766,911.9484445,957.5736319,963.7337236,969.0650412,968.1306201,950.6379707,1005.009449,999.1801817,1010.071922,1016.21104,1007.29125,1038.577456,1057.792483,1063.104937,1128.071893,1108.979642,1228.697644,1252.282622,1251.813982,1370.457701,1326.937404,1391.169957,1467.120494,1502.826303,1496.871236,1509.487162,1546.505928,1658.758788,1721.556347,1639.830819,1780.034134,1852.1316,1773.641775
395009,237,Punta Gorda,msa,FL,1304.608387,1310.320124,1334.896108,1415.391868,1442.57471,1420.173591,1419.831925,1460.048403,1463.569442,1503.438786,1513.34298,1542.911038,1562.125383,1577.352956,1578.757489,1605.535412,1607.567295,1640.783643,1646.979668,1683.070269,1713.126609,1685.221045,1756.702111,1812.908655,1855.496355,1928.91415,1939.735313,2180.656917,2363.977488,2348.535878,2493.62594,2495.335581,2659.815204,2657.850763,2601.031066,2601.236677,2603.784811,2664.721233,2546.098421,2616.528714
394386,239,Billings,msa,MT,893.5382585,911.9713608,921.5077173,917.3822427,910.1721499,927.6722473,937.5771701,933.0474527,918.5054592,943.8818338,943.5621746,941.7904863,932.7202445,948.2289851,963.3394866,966.9334136,965.8406728,982.6734663,992.0253505,997.9677512,993.4404299,1003.292285,1042.515659,1090.586139,1076.196824,1127.429438,1199.990301,1218.213938,1224.60854,1273.930181,1352.992586,1356.815024,1347.203177,1375.737235,1404.348677,1400.062618,1408.949165,1410.162872,1445.890284,1458.377982
395018,240,Redding,msa,CA,,,,913.049516,916.0911461,940.6630563,934.6380418,949.9562418,949.4029854,966.0630412,970.4795647,995.1646259,999.3627862,1013.829288,1039.196179,1041.586478,1060.102865,1092.697543,1117.127354,1129.644865,1122.464666,1157.579092,1182.24361,1198.909082,1212.585881,1245.494446,1298.727902,1329.25581,1360.178389,1379.408683,1428.393505,1425.115319,1441.177733,1457.031864,1484.372225,1476.402398,1473.632318,1526.112899,1557.249438,1536.094444
394748,241,Kingston,msa,NY,,,,,,,1138.515739,1115.49566,1098.477609,1200.73143,1215.096862,1205.433535,1238.334376,1248.90825,1343.500324,1326.810568,1247.868981,1357.151566,1347.372884,1373.383603,1419.817278,1407.979025,1482.242796,1610.475439,1666.911821,1651.866765,1753.816544,1828.897628,1808.911034,1945.672853,1919.977167,1928.868666,1899.581913,1970.249627,1994.122714,1933.760231,1939.262491,2068.683534,2096.957527,2116.686532
394960,242,Panama City,msa,FL,957.2858235,971.7151639,976.8541636,979.3657048,989.8460969,1011.174256,1019.989922,1009.731959,1005.571094,1027.774615,1054.572999,1056.792229,1068.777636,1085.952593,1117.021179,1149.317532,1333.895372,1401.715064,1457.485019,1418.553362,1374.600262,1351.868512,1359.294235,1413.44657,1411.76199,1464.82307,1538.383111,1626.327814,1660.601695,1685.986812,1745.105695,1736.299313,1696.706763,1740.095421,1754.38881,1752.789733,1719.56636,1750.705315,1796.665195,1778.402051
